Date,Open,High,Low,Close,Volume,Adj Close
2015/4/22,167.4,168,158.09,160.2,51413300,155.8
2015/4/23,164.05,164.84,161.08,162.89,53721100,158.42
2015/4/24,165.34,169.98,159.19,168.94,60573800,164.3
2015/4/25,170.7,171.1,166.42,169.73,35445500,165.07
2015/4/28,169.75,173.75,169.13,172.24,28114800,167.51
2015/4/29,171.11,175.66,170.25,175.05,32981300,170.25
2015/4/30,176.19,180,172.92,173.95,40697300,169.18
2015/5/1,174.96,180,174.86,180,32270600,175.06
2015/5/2,180.19,181.92,178.55,180.94,35931500,175.97
2015/5/5,181.92,185.31,181.05,184.73,30519900,179.66
2015/5/6,184.66,187.12,182.18,186.66,32816800,181.54
2015/5/7,186.05,188.2,180.54,182.59,41326200,177.58
2015/5/8,183.77,186.5,183.07,185.06,32110200,179.98
2015/5/9,183.16,184.25,181.37,183.45,24038300,178.41
2015/5/12,185.21,188.87,182.85,188.16,29234400,183
2015/5/13,188.61,191.45,187.86,189.96,29401300,184.75
2015/5/14,191.23,192.24,185.57,186.26,32743700,181.15
2015/5/15,186.81,189.9,184.2,189.73,31186000,184.52
2015/5/16,190.11,190.3,187,187.62,27348900,182.47
2015/5/19,187.86,188.69,181.3,183.6,33779300,178.56
2015/5/20,181.82,186.16,180.12,185.9,34637500,180.8
2015/5/21,185.67,187.95,176.25,178.19,41344900,173.3
2015/5/22,179.26,181.33,172,177.05,43097700,172.19
2015/5/23,180.77,181.99,177.8,181.17,32389900,176.2
2015/5/27,182.75,186.43,181.84,186.43,28210900,181.31
2015/5/28,187.41,187.95,183.72,187.01,26570700,181.88
2015/5/29,186.76,188.2,185.5,186.69,23113800,181.57
2015/5/30,187.45,189.54,187.38,188.75,21792300,183.57
2015/6/2,188.6,189.65,184.53,186.1,24280000,180.99
2015/6/3,186.86,188.2,182.34,185.37,26804300,180.28
2015/6/4,184.02,187.09,183.23,185.19,25963700,180.11
2015/6/5,186.34,189.84,185.7,189.43,26980200,184.23
2015/6/6,188,189.95,185.55,185.64,34438700,180.54
2015/6/9,184.79,184.94,175.75,181.61,67442600,176.63
2015/6/10,180.51,186.78,179.02,185.64,40728600,180.54
2015/6/11,184.34,186,179.59,180.81,34341100,175.85
2015/6/12,181.49,182.6,171.2,173.26,46726200,168.5
2015/6/13,171.64,174.16,165.31,172.37,48069900,167.64
2015/6/16,171.3,177.9,169.07,176.84,37561800,171.99
2015/6/17,178.1,181.99,177.41,181.43,32130600,176.45
2015/6/18,181.12,182.2,177.35,178.75,28981000,173.84
2015/6/19,178.55,182.34,176.8,180.9,28283900,175.93
2015/6/20,179.35,181,175,175.27,31727400,170.46
2015/6/23,174.74,175.88,171.56,173.16,23063600,168.41
2015/6/24,172.37,175.78,171.63,173.25,22212400,168.49
2015/6/25,174.61,178.83,173.88,177.39,23016100,172.52
2015/6/26,174.07,174.84,168.01,168.26,31057500,163.64
2015/6/27,166.51,170.57,164.15,170.09,37223200,165.42
2015/6/30,170.19,172,166.62,167.44,24435600,162.84
2015/7/1,164.23,174.72,164,174.68,39688600,169.89
2015/7/2,175.2,177.45,168.18,168.18,29911400,163.56
2015/7/3,169.59,172.17,165.75,170.12,18691500,165.45
2015/7/7,173.16,177.13,171.9,175.16,29299700,170.35
2015/7/8,175.4,179.7,172.74,179.55,31726800,174.62
2015/7/9,180.2,180.91,174.14,174.25,31992000,169.47
2015/7/10,174.92,177.34,171.37,176.63,30024600,171.78
2015/7/11,175.47,177.11,171,172.58,33214700,167.84
2015/7/14,179.24,179.3,173.08,173.88,31644800,169.11
2015/7/15,172.48,173.74,166.39,169.64,37144400,164.98
2015/7/16,170.2,172.93,168.6,172.81,26706800,168.07
2015/7/17,174.1,174.98,171.39,171.81,27054500,167.09
2015/7/18,168.52,169.65,165,165.15,31014800,160.62
2015/7/21,166.9,167.5,161.12,166.29,48588200,161.73
2015/7/22,149,162.76,146.53,162.02,67128300,157.57
2015/7/23,164.99,168.37,161.56,166.26,37920300,161.7
2015/7/24,164.32,165.26,158.45,159.03,29986400,154.67
2015/7/25,160.4,163,158.65,162.12,22629900,157.67
2015/7/28,162.34,162.47,154.02,154.4,27882600,150.16
2015/7/29,155.41,159.45,153.65,157.08,24431100,152.77
2015/7/30,157.78,160.49,156.08,159.88,25899400,155.49
2015/7/31,157.54,162.2,156.98,158.95,22767800,154.59
2015/8/1,159.9,159.99,155.75,156.66,19451400,152.36
2015/8/4,156.6,157.9,152.91,153.23,21161700,149.02
2015/8/5,155.42,160.8,154.82,160.64,24584700,156.23
2015/8/6,159.97,167.4,158,164.19,28264600,159.68
2015/8/7,162.71,166.15,161.5,163.57,24013300,159.08
2015/8/8,163.86,169.65,163.75,169.55,25499900,164.9
2015/8/11,170.07,176.5,169.67,173.56,31832300,168.8
2015/8/12,173.52,179.29,173.51,176.73,29867100,171.88
2015/8/13,177.98,180,175.9,179.3,30083800,174.38
2015/8/14,178.33,180.45,177.84,179.32,25403600,174.4
2015/8/15,179.04,179.75,175.05,175.74,25294700,170.92
2015/8/18,175.57,177.81,173.82,175.39,19714800,170.58
2015/8/19,174.54,177.07,171.81,173.53,22007300,168.77
2015/8/20,174.77,176.94,173.61,175.84,18105400,171.01
2015/8/21,174.47,175.45,171.89,174.29,19276600,169.51
2015/8/22,175.82,177.5,175.57,176.79,15700400,171.94
2015/8/25,176.15,176.23,171.66,172.55,17300900,167.81
2015/8/26,172.76,174.88,172.61,173.64,15912500,168.87
2015/8/27,173.31,175.76,172.19,174.67,17063600,169.88
2015/8/28,175.28,176.25,172.75,173.74,15406600,168.97
2015/8/29,172.96,173.5,169.04,169.53,21403200,164.88
2015/9/2,172.4,173.5,165,166.19,27884400,161.63
2015/9/3,166.84,168.68,164,166.96,26244100,162.38
2015/9/4,165.86,167.91,160.81,161.22,26549500,156.79
2015/9/5,158.59,162.4,157.65,160.18,28103000,155.78
2015/9/8,164.57,164.89,151.46,157.92,37356400,153.59
2015/9/9,156.86,159.96,149.79,151.68,44465200,147.52
2015/9/10,152.32,154.99,148.8,151.61,34755100,147.45
2015/9/11,148.18,152.99,146,152.65,34683400,148.46
2015/9/12,150.91,150.91,146.5,148.94,28322400,144.85
2015/9/15,142.03,147.69,140.36,140.36,32879800,136.51
2015/9/16,133.86,142.5,132.15,139.88,42851300,136.04
2015/9/17,138.49,138.51,127.83,127.83,42873400,124.32
2015/9/18,130.57,135.43,120.68,134.09,59866200,130.41
2015/9/19,142.6,144.2,136.31,140.91,51102700,137.04
2015/9/22,139.94,140.25,130.66,131.05,30596900,127.45
2015/9/23,131.85,135.8,126.66,126.84,45727300,123.36
2015/9/24,127.27,130.95,125.15,128.71,37393400,125.18
2015/9/25,129.8,134.79,128.52,131.93,35930200,128.31
2015/9/26,124.91,129.8,123,128.24,40230400,124.72
2015/9/29,119.62,119.68,100.59,105.26,93644900,102.37
2015/9/30,108.25,115,106.3,113.66,58095800,110.54
2015/10/1,111.92,112.36,107.39,109.12,46303000,106.12
2015/10/2,108.01,108.79,100,100.1,57477300,97.35
2015/10/3,104,106.5,94.65,97.07,81942800,94.41
2015/10/6,91.96,98.78,87.54,98.14,75264900,95.45
2015/10/7,100.48,101.5,88.95,89.16,67099000,86.71
2015/10/8,85.91,96.33,85.68,89.79,78847900,87.33
2015/10/9,93.35,95.8,86.6,88.74,57763700,86.3
2015/10/10,85.7,100,85,96.8,79260700,94.14
2015/10/13,104.55,110.53,101.02,110.26,54967000,107.23
2015/10/14,116.26,116.4,103.14,104.08,70749800,101.22
2015/10/15,103.84,107,97.89,97.95,56577700,95.26
2015/10/16,99.77,103.43,91.74,101.89,70732900,99.09
2015/10/17,99.6,102.04,85.89,97.4,62936700,94.73
2015/10/20,99.78,100.03,93.64,98.44,55280200,95.74
2015/10/21,96.95,97.9,91.16,91.49,78345000,88.98
2015/10/22,97.37,101.25,92.93,96.87,80314600,94.21
2015/10/23,96.51,99.25,91.9,98.23,59836800,95.53
2015/10/24,90.33,97.9,90.11,96.38,56787800,93.73
2015/10/27,95.07,97.63,91.86,92.09,43170400,89.56
2015/10/28,95.43,100.5,92.37,99.91,58361900,97.17
2015/10/29,100.86,109.54,99.94,104.55,69677800,101.68
2015/10/30,108.23,112.19,107.61,111.04,58503200,107.99
2015/10/31,107.4,110.78,105.14,107.59,59277000,104.64
2015/11/3,105.93,109.1,104.86,106.96,37783500,104.02
2015/11/4,109.99,111.79,106.67,110.99,49952900,107.94
2015/11/5,108.91,109.72,102.99,103.3,44873400,100.46
2015/11/6,101.05,102.78,98,99.1,47109800,96.38
2015/11/7,99.24,99.85,95.72,98.24,39116200,95.54
2015/11/10,100.17,100.4,94.5,95.88,40136500,93.25
2015/11/11,94.81,97.17,92.26,94.77,43733500,92.17
2015/11/12,92.43,93.24,90.01,90.12,42106300,87.65
2015/11/13,89.87,96.44,86.02,96.44,66217400,93.79
2015/11/14,93.76,93.99,90,90.24,50188100,87.76
2015/11/17,88.48,90.55,87.26,88.14,41518800,85.72
2015/11/18,89.64,90.99,86.86,89.91,43203400,87.44
2015/11/19,89.44,91.58,86.21,86.29,41853600,83.92
2015/11/20,85.24,86.45,80,80.49,61314800,78.28
2015/11/21,81.93,84.12,79.14,82.58,56045400,80.31
2015/11/24,85.21,94.79,84.84,92.95,51509200,90.4
2015/11/25,94.63,94.71,88.16,90.8,44117600,88.31
2015/11/26,89.92,95.25,89.85,95,32137000,92.39
2015/11/28,94.7,94.76,91.86,92.67,10634800,90.13
2015/12/1,91.3,92.27,88.92,88.93,32991700,86.49
2015/12/2,90.03,92.65,86.5,92.47,41025800,89.93
2015/12/3,89.4,96.23,88.8,95.9,47810000,93.27
2015/12/4,94.43,95.21,89.06,91.41,38977500,88.9
2015/12/5,90.35,94.49,88.86,94,37278400,91.42
2015/12/8,97.28,100.8,95.8,99.72,42326500,96.98
2015/12/9,98.04,103.6,97.21,100.06,42982000,97.31
2015/12/10,97.87,99.49,96.5,98.21,33501700,95.51
2015/12/11,97.35,101.24,94.83,95,37164900,92.39
2015/12/12,92.8,99,92.53,98.27,37184800,95.57
2015/12/15,95.99,96.21,93,94.75,31848500,92.15
2015/12/16,93.98,96.48,92.75,95.43,39053800,92.81
2015/12/17,91.03,91.1,88.02,89.16,46209300,86.71
2015/12/18,89.31,90.83,88.44,89.43,30622000,86.98
2015/12/19,89.94,90.94,88.8,90,28640000,87.53
2015/12/22,90.02,90.03,84.69,85.74,30169300,83.39
2015/12/23,86.87,87.87,85.9,86.38,22679700,84.01
2015/12/24,86.14,86.25,84.55,85.04,9690500,82.71
2015/12/26,86.64,87.42,85.24,85.81,11011600,83.45
2015/12/29,86.52,87.62,85.07,86.61,24500000,84.23
2015/12/30,87.42,88.05,84.72,86.29,34557200,83.92
2015/12/31,85.97,87.74,85.34,85.35,21697900,83.01
2016/1/2,85.88,91.04,85.16,90.75,26643400,88.26
2016/1/5,93.17,96.18,92.71,94.58,42200300,91.98
2016/1/6,95.95,97.17,92.39,93.02,46046800,90.47
2016/1/7,91.81,92.5,90.26,91.01,26894600,88.51
2016/1/8,90.43,93.15,90.04,92.7,23912000,90.16
2016/1/9,93.21,93.38,90.14,90.58,19530200,88.09
2016/1/12,90.46,90.99,87.55,88.66,22061300,86.23
2016/1/13,88.24,89.74,86.35,87.71,28514200,85.3
2016/1/14,86.24,87.25,84.72,85.33,36488000,82.99
2016/1/15,80.57,84.12,80.05,83.38,65415500,81.09
2016/1/16,84.3,84.38,80.4,82.33,37415200,80.07
2016/1/20,81.93,82,78.2,78.2,32854100,76.05
2016/1/21,79.39,82.88,79.31,82.83,38902500,80.56
2016/1/22,88.04,90,85.82,88.36,50340300,85.93
2016/1/23,86.82,89.87,86.5,88.36,27277500,85.93
2016/1/26,88.86,90.97,88.3,89.64,24722800,87.18
2016/1/27,90.19,91.55,89.74,90.73,22072800,88.24
2016/1/28,92.12,95,91.5,94.2,30764500,91.61
2016/1/29,93.09,94.34,92.6,93,21168900,90.45
2016/1/30,92.6,93.62,90.01,90.13,23267100,87.66
2016/2/2,89.1,92,88.9,91.51,19937400,89
2016/2/3,91.92,93.38,90.28,92.98,21403900,90.43
2016/2/4,93.22,96.25,93.1,93.55,28872200,90.98
2016/2/5,92.77,97.25,92.62,96.46,26758800,93.81
2016/2/6,97.02,100,97,99.72,24543200,96.98
2016/2/9,100,103,99.5,102.51,25536100,99.7
2016/2/10,101.33,102.51,97.06,97.83,30323600,95.14
2016/2/11,96.37,98.31,95.77,96.82,24106200,94.16
2016/2/12,95.83,99.75,95.83,99.27,29185300,96.55
2016/2/13,98.99,99.94,98.12,99.16,21749200,96.44
2016/2/17,96.87,97.04,94.28,94.53,24222800,91.94
2016/2/18,95.05,95.85,92.72,94.37,24456400,91.78
2016/2/19,93.37,94.25,90.11,90.64,32957300,88.15
2016/2/20,89.4,92.4,89,91.2,26797000,88.7
2016/2/23,91.65,92,86.51,86.95,28106500,84.56
2016/2/24,87.45,90.89,87,90.25,28825200,87.77
2016/2/25,89.86,92.92,89.25,91.16,29751900,88.66
2016/2/26,92,92.92,88.96,89.19,22495300,86.74
2016/2/27,87.93,91.3,87.67,89.31,25237800,86.86
2016/3/2,88.12,91.2,87.67,87.94,27533200,85.53
2016/3/3,88.93,90.74,87.88,88.37,25869300,85.94
2016/3/4,90.18,92.77,89.45,91.17,26478700,88.67
2016/3/5,90.46,91.87,88.45,88.84,25246400,86.4
2016/3/6,88.34,88.4,82.33,85.3,36112400,82.96
2016/3/9,84.18,87.6,82.57,83.11,24939200,80.83
2016/3/10,84.87,89.17,84.36,88.63,30152100,86.2
2016/3/11,89.81,94.07,89.58,92.68,30227600,90.14
2016/3/12,92.9,96.58,92,96.35,27444900,93.71
2016/3/13,96.3,97.2,95.01,95.93,21470300,93.3
2016/3/16,96.53,97.39,94.18,95.42,28473000,92.8
2016/3/17,95.24,99.69,95.07,99.66,28094500,96.92
2016/3/18,99.91,103.48,99.72,101.52,28429900,98.73
2016/3/19,101.85,103.2,100.25,101.62,17863600,98.83
2016/3/20,102.09,103.11,100.57,101.59,24842400,98.8
2016/3/23,102.71,108.16,101.75,107.66,23799900,104.71
2016/3/24,106.36,109.44,105.39,106.5,22879000,103.58
2016/3/25,107.58,108.36,103.86,106.49,23093500,103.57
2016/3/26,107.83,109.98,107.58,109.87,22009000,106.85
2016/3/27,108.23,108.53,106.4,106.85,17602600,103.92
2016/3/30,104.51,105.01,102.61,104.49,17957000,101.62
2016/3/31,105.45,107.45,105,105.12,20338500,102.23
2016/4/1,104.09,109,103.89,108.69,21049000,105.71
2016/4/2,110.14,114.75,109.78,112.71,29013100,109.62
2016/4/3,114.19,116.13,113.52,115.99,22722900,112.81
2016/4/6,114.94,118.75,113.28,118.45,23502300,115.2
2016/4/7,116.53,116.67,114.19,115,19163600,111.84
2016/4/8,115.43,116.79,114.58,116.32,16272500,113.13
2016/4/9,118.42,120,117.96,119.57,18955600,116.29
2016/4/13,120.01,120.98,119,120.22,13901300,116.92
2016/4/14,119.57,120.17,117.25,118.31,16236500,115.06
2016/4/15,117.2,118.25,115.76,117.64,14745800,114.41
2016/4/16,119.19,123.15,118.79,121.45,21194500,118.12
2016/4/17,121.18,124.25,120.25,123.42,17767700,120.03
2016/4/20,121.73,122.99,119.16,120.5,16659500,117.19
2016/4/21,118.89,122.14,118.6,121.76,16810200,118.42
2016/4/22,122.63,125.35,121.2,121.51,33527400,118.17
2016/4/23,126.62,127.2,123.51,125.4,33755600,121.96
2016/4/24,124.64,125.14,122.97,123.9,19313000,120.5
2016/4/27,122.9,125,122.66,124.73,17167500,121.31
2016/4/28,123.35,126.21,123.26,123.9,16280600,120.5
2016/4/29,124.85,126.85,123.83,125.14,16361100,121.71
2016/4/30,126.22,127,124.92,125.83,17803200,122.38
2016/5/1,125.8,127.95,125.8,127.24,14197000,123.75
2016/5/4,128.24,132.25,127.68,132.07,21762800,128.45
2016/5/5,131.75,132.86,131.12,132.71,14223400,129.07
2016/5/6,133.33,133.5,130.22,132.5,16912100,128.86
2016/5/7,132.33,132.39,127.9,129.06,18992000,125.52
2016/5/8,129.04,131.23,126.26,129.19,16713000,125.64
2016/5/11,127.37,130.96,127.12,129.57,14452100,126.01
2016/5/12,129.56,129.71,123.25,124.42,21767200,121.01
2016/5/13,123.21,124.02,119.38,119.49,21284700,116.21
2016/5/14,119.78,123.53,119.7,122.95,15993800,119.58
2016/5/15,122.32,124.62,121.61,122.42,13127400,119.06
2016/5/18,123.73,126.7,121.57,126.65,16387200,123.17
2016/5/19,126.82,129.31,125.74,127.45,13300800,123.95
2016/5/20,127.63,129.21,125.3,125.87,13878000,122.42
2016/5/21,125.15,126.78,122.89,124.18,14569500,120.77
2016/5/22,124.05,124.18,121.75,122.5,10642800,119.14
2016/5/26,124.76,130.83,124.55,130.78,22747400,127.19
2016/5/27,131.78,134.98,130.91,133.05,23086500,129.4
2016/5/28,133.45,135.39,132.03,135.07,17412600,131.36
2016/5/29,135.39,135.9,133.85,135.81,16304800,132.08
2016/6/1,136.47,139.99,136,139.35,16160700,135.53
2016/6/2,138.99,141.34,138.35,139.49,16293700,135.66
2016/6/3,140,141.11,139.07,140.95,20185700,137.08
2016/6/4,140.13,144.18,140.04,143.74,19665500,139.79
2016/6/5,145.31,146.4,143.21,144.67,22597000,140.7
2016/6/8,143.82,144.23,139.43,143.85,33273300,139.9
2016/6/9,143.81,144.56,140.55,142.72,24177300,138.8
2016/6/10,142.28,142.35,138.3,140.25,24593700,136.4
2016/6/11,139.55,141.56,138.55,139.95,18743700,136.11
2016/6/12,138.81,139.1,136.04,136.97,20110200,133.21
2016/6/15,136.01,136.93,134.89,136.09,19276800,132.35
2016/6/16,136.66,138.47,136.1,136.35,18385900,132.61
2016/6/17,136.67,137.45,134.53,135.58,20407600,131.86
2016/6/18,136.11,138,135.59,135.88,15274300,132.15
2016/6/19,138.07,139.5,136.9,139.48,25780600,135.65
2016/6/22,140.67,141.56,136.33,137.37,22675500,133.6
2016/6/23,136.4,136.95,132.88,134.01,25233300,130.33
2016/6/24,135.42,137.5,134.86,136.22,17340200,132.48
2016/6/25,135.75,140.2,135.21,139.86,21051700,136.02
2016/6/26,139.79,143.56,139.74,142.44,15692300,138.53
2016/6/29,143.46,143.95,141.54,141.97,20272000,138.07
2016/6/30,142.58,143.8,141.8,142.43,15508000,138.52
2016/7/1,143.5,144.66,142.52,142.83,14792100,138.91
2016/7/2,141.25,142.83,139.79,140.02,13231400,136.18
2016/7/6,138.7,138.99,136.25,138.61,17810300,134.81
2016/7/7,138.48,139.68,135.18,135.4,16485600,131.68
2016/7/8,135.92,138.04,134.42,137.22,20568900,133.45
2016/7/9,137.76,137.99,135.93,136.36,12250900,132.62
2016/7/10,136.34,138.97,136.32,138.52,15902700,134.72
2016/7/13,139.54,142.34,137.53,142.34,17267900,138.43
2016/7/14,142.03,143.18,141.16,142.27,12401700,138.37
2016/7/15,145.04,147,144.32,146.88,17342400,142.85
2016/7/16,145.76,148.02,145.57,147.52,14056100,143.47
2016/7/17,149.08,152.02,148.63,151.75,21505500,147.58
2016/7/20,153.27,155.04,150.89,152.91,26268800,148.71
2016/7/21,153.29,153.43,149.75,151.51,31242200,147.35
2016/7/22,157.79,158.73,156.11,156.74,31218000,152.44
2016/7/23,156.63,158.44,155.56,157.82,18820100,153.49
2016/7/24,156.95,160,156.5,159.99,15655800,155.6
2016/7/27,160.17,160.88,157.26,160.1,15475400,155.71
2016/7/28,158.88,160.1,157.6,160,12984100,155.61
2016/7/29,158.9,160.45,158.25,160.03,13648500,155.64
2016/7/30,161.7,164.72,161.5,162.79,16771600,158.32
2016/7/31,162.99,165,162.91,163.39,15090600,158.91
2016/8/3,165.21,166.64,164.87,166.43,14080000,161.86
2016/8/4,164.93,165.57,164.21,165.55,14136100,161.01
2016/8/5,165.75,167.39,164.21,165.11,15113700,160.58
2016/8/6,165.58,166.51,163.09,163.91,12200600,159.41
2016/8/7,165.49,166.6,164.8,165.51,13834100,160.97
2016/8/10,165.66,166.6,163.66,164.72,10724800,160.2
2016/8/11,163.69,164.38,161.88,162.83,12690800,158.36
2016/8/12,162.55,166.71,162.46,165.31,15895400,160.77
2016/8/13,166.65,168.67,166.5,168.42,15713600,163.8
2016/8/14,167.94,168.23,165.53,166.78,10922000,162.2
2016/8/17,163.55,163.59,159.42,159.59,18727900,155.21
2016/8/18,161.63,164.24,161.41,164,15398300,159.5
2016/8/19,162.75,165.3,162.45,164.6,14759700,160.08
2016/8/20,164.98,166.72,164.61,166.33,12215400,161.76
2016/8/21,167.65,169.37,166.8,169.22,14859800,164.58
2016/8/24,170.12,170.71,168.27,169.06,14533200,164.42
2016/8/25,169.46,170.94,169.13,169.4,11584100,164.75
2016/8/26,168.92,169.55,166.76,167.41,10857100,162.82
2016/8/27,168.75,169.57,164.83,169.45,16042200,164.8
2016/8/28,172.27,172.49,168.53,170.05,16203600,165.38
2016/8/31,168.16,168.85,166.5,168.21,11119200,163.59
2016/9/1,167.99,170,164.94,165.3,16751000,160.76
2016/9/2,164.62,167.61,164.11,165.18,13008900,160.65
2016/9/3,166.44,167.1,165,166.55,10498400,161.98
2016/9/4,167.28,170.7,167.09,170.31,13379600,165.64
2016/9/8,172.98,173.14,172,172.93,11251700,168.18
2016/9/9,172.78,174.47,169.7,171.14,28967400,166.44
2016/9/10,172.06,173.25,170.81,172.56,17540500,167.82
2016/9/11,172.91,173.18,170.87,172.16,12462900,167.43
2016/9/14,170.83,173.9,170.25,173.72,11500400,168.95
2016/9/15,174.04,175.65,173.59,175.16,15231100,170.35
2016/9/16,177.99,182.75,177.88,181.87,26929400,176.88
2016/9/17,181.98,186.79,181.97,184.55,28949000,179.48
2016/9/18,185.83,186.55,184.76,185.02,21485100,179.94
2016/9/21,184.29,185.16,181.62,184.02,15632700,178.97
2016/9/22,185.19,185.38,182.85,184.48,12741200,179.42
2016/9/23,185.4,188.9,185.03,185.5,21198700,180.41
2016/9/24,187.2,187.7,182.77,183.82,19674300,178.77
2016/9/25,182.01,185.5,181.44,182.37,15901400,177.36
2016/9/28,183.87,186.68,183.33,186.15,12051600,181.04
2016/9/29,186.73,187.4,184.31,185.38,12335200,180.29
2016/9/30,186.13,186.45,182.61,185.35,19270900,180.26
2016/10/1,185.35,186.22,180.7,180.86,18739700,175.9
2016/10/2,181.41,185.94,181.35,184.9,19761000,179.83
2016/10/5,186.2,186.86,184.27,186.02,15111900,180.91
2016/10/6,187.74,190.01,187.3,190.01,21610200,184.79
2016/10/7,189.76,190.55,189.03,190.25,16631000,185.03
2016/10/8,190.66,191.45,188.89,189.27,15650400,184.08
2016/10/9,188.97,190.7,188.62,190.47,10474000,185.24
2016/10/12,191.02,191.51,189.64,190.81,10286600,185.57
2016/10/13,190.63,191.17,189.7,190.02,12429300,184.8
2016/10/14,192.25,192.32,190.23,191.29,13411100,186.04
2016/10/15,189.63,190.92,189.53,190.56,13341300,185.33
2016/10/16,189.35,190.36,187.84,188.05,15408100,182.89
2016/10/19,187.85,190,185.55,189.86,33651100,184.65
2016/10/20,200.6,201.75,197.85,198.76,40751400,193.3
2016/10/21,199.52,208.71,199.23,204.92,42633100,199.3
2016/10/22,204.7,207.85,202.51,205.2,28264000,199.57
2016/10/23,205.7,205.8,203.23,203.94,15028100,198.34
2016/10/26,203.67,206.75,200.1,202.48,17297800,196.92
2016/10/27,201.66,202.81,196.45,197.37,27019700,191.95
2016/10/28,197.71,198.02,191.1,192.4,29228100,187.12
2016/10/29,195,196.81,192.14,196.35,20366800,190.96
2016/10/30,196.06,196.8,188.17,188.5,25625900,183.33
2016/11/2,189.8,192.88,185.57,189.31,24249400,184.11
2016/11/3,187.85,189.52,185.92,188.75,18662200,183.57
2016/11/4,190.73,193.85,190.23,190.81,17411800,185.57
2016/11/5,192.4,195,191.82,194.03,13742900,188.7
2016/11/6,192.51,195.19,192.4,194.34,10539200,189.01
2016/11/9,196.94,201.9,196.26,201.46,18887700,195.93
2016/11/10,201.02,204.98,201.01,202.98,14328400,197.41
2016/11/11,204.56,205,201.83,203.25,15852500,197.67
2016/11/12,203.14,204.87,201.43,201.99,12990400,196.45
2016/11/13,202.87,204.83,202.07,204.45,12258600,198.84
2016/11/16,205.48,208,205.01,206.63,17328800,200.96
2016/11/17,206.08,207.44,205,207,14161200,201.32
2016/11/18,206.54,207,204,205.96,13368600,200.31
2016/11/19,204.61,204.61,199.8,200.51,19368800,195.01
2016/11/20,199.15,200.39,197.76,199.92,14523800,194.43
2016/11/23,203,206,202.95,205.88,16960600,200.23
2016/11/24,205.33,205.88,202.9,204.44,11372800,198.83
2016/11/25,205.4,205.65,203.76,204.19,10230500,198.59
2016/11/27,199.22,202.96,198.37,200.59,10544900,195.08
2016/11/30,201.11,201.68,198.77,199.91,15173500,194.42
2016/12/1,202.24,202.77,196.83,196.97,16634400,191.56
2016/12/2,198.96,201.42,195.75,196.23,25545000,190.84
2016/12/3,197.42,198.98,196.27,196.48,16025700,191.09
2016/12/4,199.7,199.88,190.28,193.32,29531600,188.01
2016/12/7,193.32,193.77,188.68,188.95,25527100,183.76
2016/12/8,189.36,192.35,188.7,189.87,24657100,184.66
2016/12/9,191.28,198.16,190.31,197.8,24456500,192.37
2016/12/10,199.5,199.7,196.12,196.43,17488200,191.04
2016/12/11,197.78,198,193.43,194.67,15349100,189.33
2016/12/14,195.37,197.43,192.56,196.98,17706800,191.57
2016/12/15,195.83,197.51,193.27,194.17,14980700,188.84
2016/12/16,195.1,196.5,194.55,195.03,12606600,189.68
2016/12/17,194.26,195,191,191.86,13887100,186.59
2016/12/18,193.17,195.5,192.6,195.43,21741800,190.07
2016/12/21,196.05,199.75,195.67,198.23,21853800,192.79
2016/12/22,199.44,200.85,198.66,200.36,12482700,194.86
2016/12/23,201.2,202.38,200.81,202.1,12340200,196.55
2016/12/24,203.55,209.35,203.35,209.04,17888900,203.3
2016/12/28,211.72,213.95,209.61,211.61,23020200,205.8
2016/12/29,212.63,212.72,208.73,209.1,15900200,203.36
2016/12/30,208.83,212,208.31,211.64,14717300,205.83
2016/12/31,213.13,213.35,210.56,210.73,12586100,204.95
2017/1/4,213.43,214.5,212.38,214.01,17633200,208.14
2017/1/5,214.6,215.59,213.25,214.38,21496600,208.5
2017/1/6,214.38,215.23,210.75,210.97,19720000,205.18
2017/1/7,211.75,212,209.05,210.58,17040400,204.8
2017/1/8,210.3,212,209.06,211.98,15986100,206.16
2017/1/11,212.8,213,208.45,210.11,16508200,204.34
2017/1/12,209.19,209.77,206.42,207.72,21230700,202.02
2017/1/13,207.87,210.93,204.1,210.65,21639000,204.87
2017/1/14,210.11,210.46,209.02,209.43,15460500,203.68
2017/1/15,210.93,211.6,205.87,205.93,21216700,200.28
2017/1/19,208.33,215.19,207.24,215.04,26071700,209.14
2017/1/20,214.91,215.55,209.5,211.73,21862600,205.92
2017/1/21,212.08,213.31,207.21,208.07,21719800,202.36
2017/1/22,206.78,207.5,197.16,197.75,31491700,192.32
2017/1/25,202.51,204.7,200.19,203.07,38060700,197.5
2017/1/26,205.95,213.71,202.58,205.94,66682500,200.29
2017/1/27,206.85,210.58,199.53,207.88,61520300,202.17
2017/1/28,204.93,205.5,198.7,199.29,41910800,193.82
2017/1/29,201.08,202.2,190.25,192.06,44498300,186.79
2017/2/1,192.37,196,191.3,194.73,26781300,189.39
2017/2/2,195.91,196.32,193.38,195.86,24940800,190.48
2017/2/3,195.17,200.2,194.42,199.23,21976000,193.76
2017/2/4,196.73,198.37,191.57,192.05,27059000,186.78
2017/2/5,192.63,196,190.85,195.46,30368100,190.1
2017/2/8,195.69,197.88,194,194.12,17081100,188.79
2017/2/9,196.42,197.5,194.75,196.19,22603100,190.81
2017/2/10,195.89,196.6,194.26,195.12,13227200,189.76
